state,cardholder,balance,numTrans,numIntlTrans,creditLine,fraudRisk
7,1,3178,14,13,3,0
13,1,0,81,0,22,0
4,1,3554,6,0,9,0
13,1,4000,48,1,3,0
15,2,9343,28,7,32,1
23,1,4842,100,1,4,0
36,1,1683,23,1,7,0
44,1,0,16,7,9,0
24,1,2000,37,13,1,0
10,1,1400,5,0,6,0
44,1,5324,8,28,5,0
43,1,14683,80,0,47,1
35,1,3015,11,0,10,0
23,1,9000,31,6,8,0
16,1,747,34,0,42,0
12,1,3000,5,8,2,0
39,1,5974,19,42,10,0
35,1,5733,17,0,40,0
44,1,983,3,4,12,0
19,1,4615,53,0,5,0
31,1,6743,21,0,9,0
18,1,3706,32,1,5,0
11,1,13721,19,11,13,0
26,1,1669,25,0,6,0
6,1,12000,61,0,11,0
37,1,3895,100,0,12,0
4,1,4046,6,3,21,1
35,1,820,52,22,10,0
22,1,2112,10,0,2,0
15,1,15000,22,0,14,0
33,1,0,25,0,13,0
44,1,0,88,3,8,0
49,1,4330,33,24,4,0
11,1,0,34,19,2,0
17,1,1264,33,0,3,0
5,1,0,90,0,18,0
28,1,5000,72,11,4,0
30,1,0,58,1,4,0
26,1,3000,7,3,2,0
4,1,571,19,0,3,0
10,1,3649,13,3,6,0
44,1,4959,4,0,4,0
6,1,9000,97,0,8,0
35,1,442,12,0,8,0
16,1,0,9,7,6,0
21,1,0,0,0,5,0
46,1,98,9,6,16,0
39,1,6971,7,0,15,0
7,1,3981,11,0,3,0
7,1,6000,63,0,5,1
5,1,8202,5,0,10,0
41,1,4000,73,6,3,0
6,1,8841,17,0,16,0
44,1,3364,16,14,3,0
37,1,7213,2,0,18,0
34,1,0,22,9,3,0
45,1,820,20,0,5,0
15,1,6728,9,9,30,0
18,1,1486,23,27,5,0
35,1,2934,43,3,8,0
44,1,5264,72,11,50,0
3,1,1374,32,14,4,0
7,1,6932,47,13,16,0
44,1,713,29,0,16,0
5,1,852,36,0,27,0
24,1,7400,55,0,19,0
46,1,6000,76,8,5,0
9,1,0,43,17,10,0
43,1,4916,23,0,10,0
24,1,3298,5,20,7,0
10,1,4365,9,0,17,0
5,1,6000,81,7,5,0
44,1,12342,36,0,16,0
10,1,10234,17,0,14,0
48,1,2177,9,6,7,0
48,1,588,8,7,6,0
49,1,3000,41,2,2,0
23,1,0,81,0,7,0
4,1,3850,22,0,10,0
14,1,4649,29,3,4,0
34,1,423,41,0,4,0
44,1,11717,16,0,24,1
32,1,0,29,2,3,0
29,1,3632,4,0,15,0
32,1,7356,83,11,18,0
44,1,0,19,0,34,0
39,1,654,17,0,6,0
15,1,2387,42,3,4,0
44,1,11858,26,0,12,0
4,1,3000,26,9,2,0
26,1,7568,5,31,27,0
36,1,6563,17,4,7,0
11,1,5000,13,7,4,0
4,1,0,43,17,5,0
27,1,12032,8,0,13,1
16,1,5331,61,7,8,0
23,1,1322,24,0,6,0
19,1,0,35,14,3,0
35,1,112,18,2,3,0
41,1,0,97,0,11,0
15,1,0,43,14,2,0
44,1,196,4,0,10,0
38,2,0,36,1,8,0
32,1,2246,42,10,3,0
49,1,1489,44,2,11,0
20,1,846,22,19,3,0
16,1,5393,2,3,9,0
5,1,1257,6,0,5,0
35,1,3124,39,1,13,0
21,1,0,2,1,18,0
18,1,13272,14,6,13,0
5,1,4341,10,0,7,0
10,1,9254,51,2,11,0
15,1,1702,20,9,51,0
46,1,5362,31,0,6,0
35,1,3583,2,0,6,0
10,1,2431,27,0,5,0
35,1,449,19,0,3,0
15,1,3675,9,0,3,0
5,1,2953,6,0,6,0
32,1,5084,21,19,9,0
44,1,1610,3,0,12,0
48,1,7694,13,0,8,0
36,1,3551,40,30,3,0
15,2,0,27,0,3,0
4,1,3416,18,6,9,0
35,1,11000,5,9,10,0
4,1,1562,11,0,7,0
11,1,7000,62,2,6,0
35,1,10000,9,13,9,0
10,1,7398,19,0,7,0
46,1,316,47,8,7,0
23,1,1171,27,0,11,0
29,1,5172,7,0,7,0
32,1,13,8,3,4,0
23,1,5000,54,0,4,1
15,1,0,100,13,2,0
48,1,4000,7,22,3,0
28,1,5552,19,2,16,0
10,1,0,16,3,14,0
2,1,8119,6,0,11,0
35,1,772,11,0,16,0
44,1,5341,38,0,25,0
43,1,7542,13,0,13,0
10,1,0,16,7,5,0
5,1,4291,3,26,8,0
7,1,6041,36,0,27,1
10,1,2434,48,0,9,0
43,1,8156,16,0,15,0
21,1,2957,25,0,14,0
6,1,1749,68,4,4,0
11,1,9086,13,5,9,0
15,1,6625,13,0,6,0
48,1,2000,1,46,1,0
32,1,4000,42,5,3,0
37,1,6567,23,0,19,0
5,1,5482,12,5,6,0
11,1,0,77,0,2,0
2,1,3023,18,0,4,0
32,1,4176,24,0,12,0
39,2,12954,79,0,58,1
32,1,8354,41,0,11,0
35,1,9871,17,0,34,0
36,1,3984,17,0,11,0
14,1,6000,59,15,5,0
15,1,181,13,4,5,0
24,1,5179,15,1,6,0
24,1,3802,5,5,7,0
44,1,7673,68,0,32,0
41,1,14694,12,9,16,0
35,1,1506,39,0,5,0
33,1,9399,16,9,9,0
23,1,5473,34,1,5,0
36,1,5312,37,8,8,0
44,1,3674,46,0,28,0
36,1,13848,9,0,33,0
15,1,13531,100,0,15,1
5,1,4000,64,7,3,0
43,1,15399,10,0,24,0
2,2,8000,100,16,7,0
36,1,15229,18,0,29,0
48,1,6000,48,2,5,0
10,1,6395,27,0,15,0
39,1,5539,32,0,6,0
4,1,7941,3,0,14,0
36,1,1108,17,1,8,0
23,1,2423,12,8,8,0
5,1,3000,35,33,2,0
10,2,5000,3,60,4,0
36,1,4596,18,0,8,0
48,1,7000,8,5,6,0
15,1,6000,18,25,5,0
16,1,0,47,12,9,0
5,1,3514,2,1,21,0
41,1,4349,8,0,16,0
21,1,5426,14,0,5,0
19,1,4253,100,1,13,0
23,1,8000,100,36,7,0
21,1,0,31,60,3,0
21,1,15038,18,3,15,0
2,1,3933,19,0,3,0
35,1,2871,56,0,5,0
35,2,3000,31,7,2,0
10,1,2838,31,0,10,0
19,1,7421,19,8,7,0
5,1,7000,24,17,6,0
23,1,0,7,4,31,0
49,2,2648,65,0,9,0
10,1,151,10,6,2,0
3,1,11726,18,2,12,0
5,2,0,14,9,5,0
38,1,1633,43,3,6,0
30,1,6855,5,16,13,0
37,1,0,36,3,3,0
44,1,1847,17,0,5,0
3,1,4344,12,9,19,0
43,1,1227,60,3,4,0
32,1,4000,16,21,3,0
10,1,13861,10,2,19,0
39,1,3172,11,0,13,0
3,1,3000,25,31,2,0
35,1,0,28,7,6,0
21,1,14623,11,0,15,0
43,1,7997,19,0,7,0
25,1,6000,95,3,5,0
20,1,0,19,2,9,0
10,2,0,17,2,3,0
46,1,7000,43,1,6,0
35,1,1400,57,0,2,0
48,1,5000,2,4,4,0
19,1,8830,25,4,12,0
13,1,0,67,0,32,0
18,1,2047,16,5,18,0
43,1,3513,55,20,16,0
39,1,5915,42,0,10,0
6,1,0,91,50,8,0
21,1,0,71,8,17,0
4,1,2788,17,3,7,0
10,1,7356,4,1,11,0
49,1,343,100,1,2,0
17,1,4771,13,33,13,0
5,2,4848,100,12,27,1
41,1,4131,6,4,15,0
32,1,3542,10,4,3,0
23,1,0,6,33,3,0
35,1,2199,15,0,4,0
5,1,2289,7,3,5,0
41,1,1224,4,8,10,0
10,1,12188,5,2,13,0
11,1,5000,31,5,4,0
39,1,0,7,0,31,0
8,1,8000,8,3,7,0
44,1,2792,39,0,14,0
37,1,0,7,1,10,0
38,1,3713,2,11,3,0
43,1,2177,100,0,2,0
24,1,2957,49,9,2,0
5,1,7229,6,2,7,0
36,1,93,4,0,11,0
5,1,3990,4,1,12,0
28,1,0,43,0,17,0
36,1,15147,43,3,53,1
35,1,0,46,13,8,0
32,1,4000,3,37,3,0
44,1,4019,53,0,12,0
37,1,10924,13,20,13,0
48,1,2000,20,12,1,0
21,1,1004,13,0,1,0
38,1,9181,59,0,17,0
3,1,550,45,1,2,0
12,1,1837,11,3,12,0
32,1,4939,30,0,6,0
10,1,2679,15,0,12,0
35,1,5226,7,0,5,0
39,1,703,23,0,15,0
27,1,0,22,3,4,0
2,1,0,16,0,48,0
48,1,10089,8,0,55,0
15,1,0,78,3,7,0
44,1,160,27,1,21,0
10,1,6676,9,0,15,0
35,1,16000,14,42,15,0
41,1,4800,4,1,11,0
4,1,6000,19,4,5,0
24,1,4600,81,9,4,0
26,1,4447,100,15,6,0
49,1,4071,8,4,7,0
3,1,8892,81,0,15,0
48,1,10413,55,25,21,1
5,1,2071,39,8,11,0
44,1,4637,12,0,5,0
34,1,410,75,0,8,0
10,2,865,30,4,4,0
20,1,0,22,9,13,0
10,1,3114,52,7,20,0
5,1,3150,9,1,33,0
10,1,16457,3,0,20,0
11,1,60,22,0,11,0
37,1,0,72,0,1,0
7,2,5000,48,0,4,1
44,1,2270,29,2,25,0
24,1,4000,18,18,3,0
5,1,5285,30,6,7,0
19,1,588,100,0,3,0
5,1,9587,5,0,19,0
29,1,665,38,16,5,0
46,1,0,3,2,9,0
16,1,7486,12,1,7,0
14,1,0,6,32,13,0
21,1,0,34,0,52,0
21,2,0,16,0,5,0
2,1,8000,3,9,7,0
36,1,11572,9,0,12,0
39,1,1502,22,0,2,0
25,1,8135,36,3,11,0
5,1,1988,57,12,6,0
30,1,9000,24,0,8,0
45,1,5767,6,3,15,0
5,1,0,19,9,5,0
36,1,0,21,40,8,0
36,1,6914,46,0,6,0
31,1,4550,81,0,4,0
43,1,767,14,0,2,0
28,1,2281,40,60,12,0
41,1,6000,30,7,5,0
10,1,5441,21,0,8,0
7,1,8723,32,0,9,0
49,1,47,36,4,3,0
46,1,8737,16,0,11,0
46,1,5274,1,0,6,0
14,1,6198,81,10,8,0
41,1,1283,7,7,3,0
2,1,615,4,8,20,0
35,1,1010,90,0,9,0
44,1,7997,12,0,20,0
11,1,0,49,9,8,0
13,1,12311,19,0,13,0
25,1,4802,72,0,13,1
35,1,2474,25,0,5,0
37,1,1392,21,0,31,0
18,1,0,30,7,2,0
21,2,0,23,20,3,0
10,1,9000,15,18,8,0
39,1,6249,21,2,11,0
47,1,13814,2,3,14,0
32,1,0,80,0,5,0
32,1,1857,28,0,5,0
46,1,0,23,2,4,0
21,1,0,63,2,10,0
48,1,11551,19,0,20,0
10,1,3000,6,34,2,0
24,1,5000,22,21,4,0
39,1,1259,43,0,6,0
5,1,6630,19,4,6,0
19,1,2280,19,8,4,0
44,1,5053,2,3,8,0
5,1,9574,41,0,9,0
32,1,11108,5,0,21,0
22,1,2312,38,1,5,0
25,1,0,3,60,4,0
2,1,3000,3,31,2,0
49,2,0,19,1,3,0
15,1,8000,20,10,7,0
25,1,9862,35,8,9,0
6,1,1739,100,9,11,1
39,2,7000,16,2,6,0
5,1,2647,31,6,3,0
45,1,670,6,3,4,0
16,1,2000,15,40,1,0
35,1,1014,1,21,12,0
35,1,3462,44,9,13,0
36,1,5000,4,25,4,0
7,1,4733,94,0,4,1
46,1,20239,28,0,60,1
43,1,6695,4,0,10,0
44,1,7975,32,0,8,0
5,1,1526,100,10,16,0
44,1,664,100,5,13,0
15,1,0,9,1,25,0
26,1,2807,31,39,6,0
41,1,438,6,0,5,0
43,1,2998,32,1,9,0
4,1,3000,46,5,2,0
5,1,1407,26,0,14,0
5,1,3093,13,0,4,0
44,1,0,57,2,4,0
23,1,3441,6,2,20,0
29,2,5280,81,0,6,0
49,1,11000,11,2,10,0
20,1,5915,3,0,9,0
46,1,15986,11,1,49,1
3,1,718,70,0,20,0
35,1,10066,29,26,10,0
5,1,7232,9,1,8,0
49,1,0,39,10,3,0
10,1,0,48,5,1,0
26,1,4834,8,2,5,0
32,1,5897,87,0,8,0
35,1,0,61,4,12,0
18,1,3042,15,11,5,0
29,1,253,5,0,3,0
35,1,6631,8,0,6,0
51,1,3127,12,3,7,0
3,1,4000,26,5,3,0
44,1,30260,8,3,31,1
34,1,0,19,60,2,0
5,1,3355,7,0,17,0
23,1,11000,38,21,10,1
29,1,5440,32,0,6,0
44,1,705,3,0,4,0
35,1,7000,42,7,6,0
17,1,4000,24,1,3,0
20,1,1816,100,4,11,0
7,1,0,25,9,5,0
21,1,4563,100,0,7,0
37,1,0,13,0,31,0
7,1,1803,6,0,3,0
39,1,3131,14,2,3,0
18,1,5000,35,6,4,0
21,1,737,6,34,15,0
48,1,4975,3,0,5,0
38,1,4000,36,21,3,0
29,2,0,40,0,14,0
35,1,6363,54,18,32,0
46,1,1480,7,0,2,0
5,1,6933,40,0,18,0
5,1,6000,23,5,5,0
32,1,9667,31,0,9,0
12,1,0,31,20,9,0
32,2,15253,16,4,24,0
44,1,0,2,2,13,0
17,1,1868,17,0,3,0
4,1,0,58,0,5,0
10,1,18543,20,1,20,0
43,1,2027,16,0,2,0
29,1,3699,24,27,4,0
20,1,65,23,0,21,0
10,1,1617,31,0,2,0
10,1,7169,62,5,9,0
20,1,0,7,13,3,0
43,1,0,36,2,18,0
17,1,0,44,23,3,0
24,1,573,19,4,3,0
18,1,4148,85,0,17,0
32,1,5000,81,2,4,0
6,1,3183,4,0,4,0
10,1,21375,17,0,49,1
21,1,0,31,2,13,0
29,1,5214,6,14,7,0
37,1,0,6,6,8,0
35,1,6191,30,0,8,0
25,1,5755,39,10,23,0
5,1,3004,16,0,5,0
2,1,5000,49,3,4,0
3,1,1040,27,0,1,0
17,1,4439,28,0,4,0
2,1,5202,36,12,29,0
44,1,2929,2,0,5,0
10,1,10325,6,0,12,0
25,1,3304,23,0,9,0
5,1,11553,17,0,11,0
5,1,9000,11,16,8,0
44,1,1592,80,3,5,0
44,1,3816,1,0,11,0
46,1,7295,82,4,7,0
14,1,0,27,0,21,0
33,1,5533,2,0,5,0
48,1,6413,100,0,16,0
15,1,4670,62,5,7,0
39,1,0,9,13,11,0
39,1,4380,12,2,8,0
46,1,6072,1,12,7,0
10,1,1962,12,0,8,0
10,1,3511,41,1,6,0
24,1,5000,48,10,4,0
5,1,2911,8,5,9,0
39,1,1168,2,0,19,0
27,1,2000,78,11,1,0
15,1,2264,13,0,30,0
25,1,4187,100,0,9,0
25,1,11758,6,0,18,0
5,1,0,59,1,36,0
35,1,0,41,12,4,0
45,1,7000,64,5,6,0
32,1,7121,7,0,19,0
9,1,0,22,0,28,0
1,1,0,26,18,30,0
26,1,4084,3,0,5,0
48,1,4792,38,1,6,0
14,1,19352,87,0,20,1
36,1,7558,64,0,9,0
37,1,0,80,13,8,0
6,1,107,13,1,7,0
16,1,4000,41,12,3,0
10,1,0,12,0,17,0
5,1,4000,81,60,3,0
21,1,0,13,0,30,0
7,1,5509,41,0,20,0
10,1,11268,14,0,13,0
13,1,1190,37,9,3,0
8,1,0,54,9,9,0
2,1,0,42,9,10,0
10,1,1464,40,0,7,0
48,1,2441,99,0,2,0
6,1,975,28,0,8,0
44,1,0,30,15,2,0
10,1,14374,32,0,44,1
20,1,5000,83,1,4,0
38,1,6000,47,2,5,0
6,2,9000,24,4,8,0
39,1,3512,14,1,4,0
5,1,3127,24,5,35,0
4,1,0,5,53,3,0
31,1,5070,3,0,70,0
49,1,3841,20,0,7,0
37,1,6000,1,1,5,0
49,1,5021,14,19,6,0
30,1,6680,33,0,45,0
44,1,1560,22,12,7,0
11,1,8019,55,0,10,0
45,1,3838,20,0,9,0
22,1,3493,100,2,3,0
6,1,3546,47,12,4,0
49,1,7150,12,0,7,0
23,1,2111,94,8,3,0
19,1,0,42,1,7,0
36,1,6000,6,36,5,0
39,1,8149,25,3,12,0
44,1,16000,5,6,15,0
21,1,0,35,1,34,0
15,1,5422,28,0,5,0
16,1,8000,37,1,7,0
40,1,0,74,13,11,0
35,2,5000,36,5,4,0
37,1,9000,15,1,8,0
3,1,7000,4,10,6,0
37,1,8895,100,3,8,1
16,1,6548,49,15,8,0
5,1,3690,40,7,13,0
2,1,910,18,0,15,0
25,1,4000,23,2,3,0
49,1,7746,48,1,30,0
39,1,8978,38,0,9,0
2,1,3582,28,4,14,0
14,1,2812,19,0,4,0
11,1,1796,19,2,7,0
16,1,657,1,3,3,0
28,1,0,34,0,2,0
36,1,0,29,8,7,0
35,1,921,62,0,17,0
46,1,8850,9,0,10,0
48,1,10333,75,0,53,1
12,1,3165,41,0,14,0
19,1,5473,68,0,8,0
4,1,0,100,15,5,0
2,1,12790,7,4,21,0
5,1,3043,35,60,6,0
5,1,0,9,16,21,0
35,1,11264,22,0,14,0
32,1,3348,8,6,8,0
34,1,6000,9,3,5,0
39,1,0,37,0,13,0
5,1,7614,23,21,11,0
23,1,614,15,0,32,0
29,1,4144,22,0,7,0
28,1,2817,90,0,7,0
48,1,0,21,6,16,0
43,1,5582,8,0,8,0
9,1,0,35,34,11,0
35,1,4000,23,32,3,0
4,1,3060,6,5,3,0
10,1,516,10,0,7,0
40,1,10000,100,20,9,1
32,2,0,11,0,13,0
43,1,0,8,10,6,0
43,1,4006,25,10,5,0
38,1,11489,4,0,15,0
41,1,3924,7,0,9,0
10,1,0,5,2,13,0
20,1,5311,100,0,5,0
5,1,1498,6,0,4,0
18,1,873,45,20,2,0
39,1,500,12,2,4,0
44,1,142,8,3,4,0
44,1,0,81,20,6,0
5,1,3348,17,1,6,0
36,1,2009,18,0,6,0
3,1,7678,5,0,19,0
15,1,0,9,8,21,0
9,1,0,22,1,19,0
17,1,4142,8,2,11,0
11,1,0,20,0,15,0
45,1,504,48,0,13,0
30,1,7447,93,39,43,1
37,1,20000,19,0,19,0
41,1,15986,28,31,18,0
2,1,0,62,16,2,0
46,1,4240,5,0,17,0
22,1,54,17,4,4,0
19,1,2438,10,0,2,0
37,1,18866,74,0,29,1
39,1,3336,100,0,4,0
43,1,1990,64,1,2,0
29,1,2392,9,0,12,0
3,1,13514,27,0,19,0
5,1,1496,9,0,5,0
39,2,1689,28,0,4,0
6,1,4000,8,60,3,0
37,1,7000,25,11,6,0
25,1,573,52,4,16,0
19,1,4419,58,4,27,0
44,1,1303,100,6,6,0
10,1,5000,77,2,4,0
34,1,6000,6,27,5,0
36,1,7415,30,0,22,0
46,1,17941,5,0,20,1
44,1,289,5,8,1,0
45,1,5092,39,28,6,0
23,1,1710,5,3,7,0
5,1,5232,36,0,8,0
44,1,779,100,34,2,0
18,1,3835,11,0,3,0
10,1,3314,15,16,5,0
44,1,3892,63,0,11,0
49,1,6309,75,1,8,0
23,1,798,13,19,4,0
5,1,3315,28,0,3,0
5,1,11067,10,0,21,0
34,1,0,57,4,7,0
26,1,10704,30,0,15,0
10,1,6387,11,0,18,0
48,1,0,9,11,5,0
15,1,2520,15,0,10,0
6,1,6000,30,60,5,0
21,1,3943,27,11,4,0
49,1,0,15,1,22,0
35,1,507,31,0,3,0
23,1,2071,25,60,4,0
34,1,3418,18,0,8,0
39,1,13000,25,12,12,0
15,1,5976,9,0,17,0
24,1,5950,14,45,5,0
5,1,5643,33,0,8,0
7,1,8000,26,8,7,0
5,1,4859,12,6,5,0
4,1,2844,12,6,3,0
43,1,11557,4,3,57,1
51,1,8000,100,6,7,0
7,1,0,31,10,3,0
35,1,9894,11,0,13,0
10,1,4231,10,8,14,0
41,1,0,8,4,4,0
49,1,0,77,13,3,0
23,1,3000,22,14,2,0
5,1,2454,9,0,2,0
7,1,0,24,4,3,0
10,1,6000,40,29,5,0
48,1,3833,10,28,7,0
43,1,0,100,0,26,0
10,1,6323,46,39,9,0
35,1,5519,40,7,5,0
10,1,1836,47,0,7,0
44,1,13143,13,22,44,1
7,2,1339,14,6,2,0
44,1,0,6,13,10,0
5,1,1890,33,0,4,0
9,1,17042,6,3,27,1
2,1,3000,26,60,2,0
37,1,1709,100,1,5,1
29,1,5735,40,0,11,0
18,2,7000,58,0,6,0
30,1,0,7,3,10,0
10,1,6204,16,3,6,0
44,1,2210,13,0,26,0
44,1,10394,64,5,51,1
39,2,5294,29,5,8,0
46,1,9485,28,0,19,0
44,1,2428,1,0,10,0
44,1,0,27,14,7,0
33,1,0,10,6,4,0
6,1,4000,41,24,3,0
39,1,2115,4,1,7,0
7,1,3137,11,0,18,0
5,1,3000,42,8,2,0
29,1,0,11,2,4,0
36,1,11522,22,0,15,0
13,2,0,83,0,4,0
5,2,3040,23,0,11,0
2,1,3000,27,4,2,0
39,1,1113,41,0,2,0
17,1,10000,25,7,9,0
5,1,1070,4,0,2,0
41,1,0,90,12,38,0
39,1,10149,36,8,10,0
43,1,5304,22,2,20,0
36,1,0,47,9,3,0
42,2,12000,14,0,11,0
23,1,10022,3,0,11,0
44,1,7000,80,30,6,0
10,1,4223,3,15,8,0
48,1,2589,42,0,5,0
11,1,6845,22,0,12,0
39,1,17629,53,0,25,1
17,1,868,30,0,12,0
21,1,2472,30,11,12,0
5,1,8543,36,0,8,0
20,1,12000,11,0,11,1
10,1,0,100,43,4,0
32,1,2888,32,5,9,0
26,1,0,21,11,11,0
11,2,963,9,7,3,0
13,1,3506,5,9,4,0
6,1,4000,39,44,3,0
11,1,24,21,9,3,0
38,1,0,66,6,16,0
32,1,0,34,0,17,0
35,1,0,8,9,3,0
29,1,0,27,5,15,0
35,1,2000,39,30,1,0
25,1,0,10,0,54,0
5,1,3000,45,52,2,0
29,1,7763,80,0,11,0
5,1,5749,13,0,7,0
20,1,917,19,0,14,0
11,1,2245,11,0,23,0
26,1,2935,11,7,21,0
30,1,381,11,41,11,0
33,1,1198,15,0,14,0
38,1,0,29,3,14,0
23,1,3177,17,0,11,0
44,1,5552,17,0,5,0
4,1,4455,25,2,9,0
49,1,5000,32,3,4,0
35,1,4006,14,9,5,0
48,1,0,18,0,23,0
35,1,2000,7,6,1,0
17,1,8000,16,9,7,0
19,2,1508,9,0,9,0
24,1,12584,18,0,20,0
44,1,1192,5,0,12,0
24,1,7104,13,0,14,0
10,1,2973,31,5,14,0
45,1,0,19,0,23,0
15,1,115,82,0,2,0
2,1,5000,30,10,4,0
41,1,5271,100,0,15,1
7,1,2999,77,0,6,0
23,1,2948,4,11,5,0
37,1,4000,40,4,3,0
25,1,0,3,2,12,0
37,1,0,48,0,19,0
51,1,0,70,12,31,0
51,1,5000,14,1,4,0
20,1,19751,10,0,24,0
27,1,6976,15,0,42,0
9,1,3000,22,9,2,0
11,1,3006,31,0,7,0
34,1,2219,45,0,16,0
7,1,0,42,13,21,0
3,1,9000,22,15,8,0
20,1,6697,100,5,11,0
21,1,1201,23,5,3,0
25,1,2289,26,18,25,0
42,1,8000,66,0,7,1
42,2,18,100,0,35,0
23,1,4523,5,0,4,0
39,1,9212,43,0,22,0
26,1,7793,2,0,15,0
39,1,4741,6,0,9,0
36,2,0,12,0,10,0
5,1,12867,2,0,13,0
26,1,0,4,22,17,0
48,1,7000,16,1,6,0
49,1,4617,14,0,14,0
17,1,5072,45,0,9,0
8,1,0,28,0,4,0
16,1,0,55,2,6,0
23,1,3961,3,0,8,0
35,1,7233,13,0,8,0
23,1,8252,25,9,11,0
5,1,0,23,14,8,0
19,1,11479,14,0,22,0
49,2,589,13,12,6,0
2,1,5271,18,0,5,0
45,1,3000,23,12,2,0
28,1,576,7,0,16,0
40,1,0,7,0,12,0
10,1,7835,90,2,20,1
5,1,9088,100,11,19,1
48,1,0,68,0,12,0
37,1,2238,6,0,11,0
41,1,4851,20,0,18,1
44,1,8000,8,24,7,0
11,1,7634,55,7,7,0
13,1,1511,16,2,2,0
5,1,1932,11,0,2,0
44,1,12000,31,1,11,0
14,1,0,21,0,10,0
35,1,0,1,6,8,0
29,1,3312,19,0,5,0
34,1,1344,13,0,4,0
35,1,4775,6,9,5,0
29,1,2236,45,7,2,0
46,1,5801,20,0,7,0
11,1,4964,14,0,11,0
38,1,16503,12,15,75,1
39,1,1430,74,0,13,0
11,1,0,54,4,4,0
10,2,5653,8,2,13,0
44,1,3984,6,10,4,0
44,1,8234,7,2,11,0
32,1,0,13,1,25,0
18,1,14821,18,0,15,1
10,1,3112,12,0,3,0
15,1,0,6,5,25,0
11,1,5000,82,4,4,0
33,1,3321,33,1,5,0
13,1,2934,7,3,2,0
50,2,6492,13,0,7,0
35,1,771,24,1,15,0
11,1,10943,6,0,12,0
50,1,6000,35,3,5,0
47,1,0,21,11,2,0
39,1,1477,20,8,3,0
5,1,0,24,0,35,0
5,1,2710,22,0,13,0
35,1,6672,5,0,27,0
25,1,2000,14,5,1,0
10,1,9590,5,17,16,0
44,1,0,6,7,61,0
44,1,10152,36,0,39,0
8,1,0,16,20,11,0
16,1,1904,13,1,3,0
36,1,0,63,6,13,0
17,1,8413,17,0,12,0
39,1,9211,58,0,14,0
50,1,4000,9,20,3,0
24,1,6672,15,1,15,0
36,1,10593,12,12,15,0
18,1,3095,10,2,8,0
26,1,2715,52,5,3,0
50,1,0,63,3,21,0
44,1,2449,71,0,18,0
35,1,0,32,9,28,0
19,1,8966,9,0,22,0
40,1,2537,22,2,10,0
37,1,2643,53,1,15,0
29,1,2624,15,0,10,0
32,1,2914,10,0,5,0
39,1,6253,22,3,42,0
51,1,6809,51,0,8,0
44,1,2420,41,0,7,0
35,1,12139,100,0,12,0
5,1,11352,13,0,21,0
41,1,4392,8,0,8,0
36,1,8508,15,0,10,0
2,1,0,3,11,8,0
31,1,8000,43,0,7,0
29,1,0,6,3,16,0
36,1,6000,12,6,5,0
36,1,0,17,19,4,0
28,1,1171,16,13,17,0
24,1,0,7,60,11,0
41,1,0,1,1,3,0
5,1,1016,22,0,8,0
44,1,7000,65,18,6,1
41,1,6617,29,0,9,0
5,1,2975,16,12,5,0
10,1,5773,1,2,7,0
5,1,2718,100,6,3,1
50,1,2865,3,13,3,0
5,1,6655,14,0,10,0
35,1,7473,17,0,10,0
39,1,0,28,1,23,0
41,1,13000,5,0,12,0
34,1,5465,24,0,9,0
35,1,2860,4,33,7,0
39,1,5440,14,0,8,0
51,1,0,21,2,3,0
45,1,4391,40,0,4,0
32,1,3479,95,0,25,1
47,1,7000,46,1,6,0
2,1,1136,5,0,4,0
13,1,0,11,5,17,0
44,1,4723,41,4,11,0
44,1,11203,3,9,13,0
18,1,5848,17,0,5,0
20,1,4433,6,0,10,0
32,2,8000,18,41,7,0
15,2,3000,17,4,2,0
46,1,0,100,9,3,0
46,1,16000,4,1,15,0
38,1,0,12,1,13,0
14,1,0,3,3,5,0
5,1,2860,12,5,5,0
5,1,5551,11,0,6,0
34,1,19000,64,13,18,1
5,1,546,23,2,2,0
36,1,1418,39,0,1,0
21,1,0,0,0,3,0
18,1,774,11,1,14,0
10,1,0,6,10,14,0
43,1,2054,14,0,3,0
25,1,4020,24,1,4,0
39,1,8877,49,4,9,0
35,1,6454,16,8,14,0
20,1,0,42,1,11,0
51,1,0,100,7,10,0
46,1,0,22,3,4,0
18,1,4583,9,0,7,0
32,1,1594,19,2,4,0
7,1,4221,4,1,4,0
35,1,9000,25,7,8,0
4,1,0,17,2,2,0
44,1,371,57,0,9,0
28,1,8000,11,19,7,0
48,1,3038,3,0,9,0
26,1,0,8,0,27,0
34,1,5614,100,0,12,0
10,1,4868,35,5,17,0
44,1,2207,22,3,3,0
45,1,7257,9,0,10,0
5,1,866,12,0,6,0
44,2,11676,10,0,13,0
15,1,3938,22,7,7,0
21,1,9000,49,1,8,0
2,1,0,40,2,2,0
35,1,5000,15,13,4,0
29,1,4209,4,0,7,0
15,1,1781,13,0,17,0
15,1,2542,42,0,3,0
13,1,7000,8,17,6,0
47,1,7000,56,6,6,0
7,1,11408,8,1,28,0
38,1,12856,100,0,20,1
4,1,6000,37,12,5,0
44,1,5000,59,1,4,0
17,1,6033,40,0,19,1
5,1,5432,1,0,13,0
23,1,11862,19,0,21,0
43,1,603,8,2,5,0
44,1,12577,30,0,12,0
45,1,443,41,4,5,0
23,1,6666,9,9,8,0
44,1,6228,6,5,11,0
23,1,9936,20,2,10,0
23,1,0,4,21,6,0
