0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
7.62,65.64,7573.28,14.04,87.92,152.42,320.16,2140.09,39.0,64.0,57.23,0.01,2790.0,52.0,2.19,0.0,2.19,-0.27,-2.97,2.61,-0.17,14.78,1.83,421.21,0.4,67.87,0.33,0.25,0.49,12.93,28.87,0.39,0.18,0.57,0.38,0.31,90.9,0.21,5200.0,5.86,27.3,472500.0,52.0,327.69,1159.69,189.0,23.0,0.0
7.54,65.71,5598.96,2.11,323.06,969.66,1735.66,2050.0,39.0,64.0,85.29,0.0,7830.0,138.0,2.18,0.0,2.18,-0.35,-2.95,4.02,0.53,14.78,1.83,421.21,0.48,67.87,0.25,0.2,0.58,21.42,66.45,0.35,0.1,0.45,0.26,0.21,150.4,0.28,12830.0,9.01,32.34,1930000.0,12.0,486.16,1141.27,772.0,26.0,0.0
7.4,65.76,5765.63,4.89,278.65,321.23,874.64,1569.24,39.0,64.0,66.43,0.01,3600.0,69.0,2.18,0.0,2.18,-0.4,-3.0,3.26,0.09,14.78,1.83,421.21,0.43,67.87,0.34,0.26,0.53,11.92,38.85,0.52,0.13,0.65,0.35,0.27,92.4,0.31,6140.0,8.95,29.17,567500.0,59.0,618.22,1048.59,227.0,30.0,0.0
7.89,65.58,6950.66,9.22,53.53,120.06,223.61,1106.8,39.0,64.0,41.65,0.01,1530.0,28.0,1.98,0.0,1.98,-0.32,-3.07,1.95,-0.33,14.78,1.83,421.21,0.43,67.87,0.37,0.25,0.53,11.27,54.87,0.87,0.14,1.01,0.39,0.27,68.4,0.25,2850.0,7.29,29.49,195000.0,109.0,138.78,1351.19,78.0,37.0,0.0
7.45,65.81,5480.47,5.22,341.35,728.33,1431.78,3802.96,39.0,64.0,131.81,0.0,12330.0,217.0,2.18,0.0,2.18,-0.29,-2.91,3.24,-0.37,14.78,1.83,421.21,0.48,67.87,0.2,0.16,0.59,40.32,126.31,0.52,0.07,0.6,0.22,0.18,152.5,0.21,20100.0,6.83,32.61,3065000.0,115.0,705.94,1119.23,1226.0,38.0,0.0
7.71,65.61,8373.24,12.14,42.55,90.3,158.11,1096.59,39.0,64.0,34.27,0.01,1170.0,21.0,1.97,0.0,1.97,-0.2,-3.22,2.81,0.22,14.78,1.83,421.21,0.49,67.87,0.23,0.18,0.6,21.34,51.76,0.19,0.15,0.33,0.23,0.19,68.9,0.17,2360.0,5.83,33.35,162500.0,63.0,255.38,1225.75,65.0,40.0,0.0
7.15,65.88,8102.67,20.28,44.78,45.46,141.42,921.95,39.0,64.0,31.72,0.0,540.0,9.0,2.17,0.0,2.17,-0.25,-2.94,1.74,-0.36,14.78,1.83,421.21,0.44,67.87,0.32,0.27,0.54,11.28,18.85,0.27,0.2,0.47,0.32,0.27,64.6,0.2,2050.0,6.07,29.85,132500.0,48.0,915.96,909.57,53.0,43.0,0.0
7.09,65.98,12120.43,3.67,89.44,212.13,353.55,777.82,39.0,64.0,21.47,0.0,900.0,15.0,2.16,0.0,2.16,-0.15,-3.27,2.16,0.27,14.78,1.83,421.21,0.37,67.87,0.34,0.24,0.45,10.93,28.41,0.35,0.2,0.55,0.36,0.26,102.9,0.25,2210.0,6.35,25.18,227500.0,45.0,1138.51,923.82,91.0,44.0,0.0
7.58,65.89,6083.1,2.17,134.23,424.75,602.08,921.95,39.0,64.0,44.45,0.01,2610.0,48.0,2.17,0.0,2.17,-0.45,-3.08,3.63,-0.23,14.78,1.83,421.21,0.44,67.87,0.31,0.26,0.53,15.83,35.72,0.5,0.14,0.64,0.32,0.28,99.2,0.29,4410.0,8.52,29.53,437500.0,41.0,827.25,1279.58,175.0,49.0,0.0
7.48,65.67,6946.12,32.25,36.38,35.36,70.71,1140.18,39.0,64.0,38.31,0.01,1170.0,22.0,1.96,0.0,1.96,-0.26,-3.12,2.83,-0.85,14.78,1.83,421.21,0.47,67.87,0.28,0.24,0.57,15.77,31.13,0.31,0.14,0.46,0.28,0.25,57.7,0.17,2210.0,5.26,31.61,127500.0,51.0,432.69,1064.12,51.0,50.0,0.0
7.3,65.84,5077.57,11.73,52.36,137.5,250.0,1612.45,39.0,64.0,51.26,0.01,2070.0,36.0,1.94,0.0,1.94,-0.15,-3.03,4.06,0.87,14.78,1.83,421.21,0.46,67.87,0.28,0.22,0.56,15.39,33.47,0.33,0.12,0.45,0.29,0.23,77.5,0.23,3970.0,7.13,30.95,307500.0,83.0,810.08,1016.17,123.0,52.0,0.0
7.5,65.93,4920.93,2.41,309.47,352.94,950.0,850.0,39.0,64.0,38.55,0.01,2070.0,40.0,2.17,0.0,2.17,-0.59,-3.12,2.09,-0.22,14.78,1.83,421.21,0.47,67.87,0.22,0.19,0.58,24.36,47.1,0.26,0.12,0.38,0.23,0.2,94.9,0.18,3660.0,5.64,32.04,347500.0,91.0,942.19,1236.71,139.0,56.0,0.0
7.48,65.78,5870.52,4.12,136.95,268.3,502.49,1104.54,39.0,64.0,24.17,0.0,1530.0,26.0,1.95,0.0,1.95,-0.29,-3.09,2.85,-0.15,14.78,1.83,421.21,0.49,67.87,0.24,0.18,0.6,36.36,102.64,0.66,0.1,0.76,0.31,0.24,122.5,0.19,2960.0,6.2,33.32,362500.0,84.0,638.63,1125.92,145.0,62.0,0.0
7.52,65.95,5737.44,7.04,98.23,169.43,360.56,1192.69,39.0,64.0,46.59,0.01,2340.0,42.0,2.17,0.0,2.17,-0.44,-3.01,5.7,0.56,14.78,1.83,421.21,0.46,67.87,0.31,0.25,0.56,12.99,27.8,0.43,0.15,0.59,0.33,0.27,78.6,0.25,3660.0,7.73,31.25,287500.0,33.0,964.88,1261.36,115.0,67.0,0.0
7.38,65.81,5066.66,4.65,128.28,196.18,412.31,912.41,39.0,64.0,37.28,0.01,1800.0,33.0,1.95,0.0,1.95,-0.41,-3.1,3.03,0.16,14.78,1.83,421.21,0.47,67.87,0.3,0.25,0.57,17.25,34.72,0.56,0.14,0.7,0.3,0.27,79.4,0.24,2960.0,7.67,31.88,235000.0,83.0,719.81,1062.21,94.0,68.0,0.0
7.55,65.69,5861.72,3.54,152.27,282.26,500.0,1000.0,39.0,64.0,30.4,0.01,1710.0,30.0,2.19,0.0,2.19,-0.48,-2.92,3.01,-0.36,14.78,1.83,421.21,0.45,67.87,0.22,0.17,0.55,29.85,94.58,0.31,0.1,0.41,0.25,0.2,99.3,0.16,3020.0,4.79,30.43,300000.0,54.0,445.77,1133.71,120.0,70.0,0.0
7.66,65.72,6594.33,5.02,75.96,242.94,360.56,1220.66,39.0,64.0,34.56,0.01,2160.0,41.0,2.18,0.0,2.18,-0.37,-3.1,4.39,0.91,14.78,1.83,421.21,0.46,67.87,0.24,0.2,0.56,23.23,47.79,0.23,0.18,0.41,0.28,0.24,104.2,0.21,3600.0,6.49,31.06,375000.0,35.0,473.91,1238.74,150.0,72.0,0.0
7.42,65.91,4677.99,2.28,277.34,505.41,996.24,1154.34,39.0,64.0,59.84,0.01,3330.0,60.0,2.17,0.0,2.17,-0.44,-2.96,3.24,0.26,14.78,1.83,421.21,0.46,67.87,0.24,0.19,0.56,21.55,65.55,0.29,0.12,0.41,0.26,0.21,91.4,0.2,5470.0,6.24,30.97,500000.0,163.0,916.51,1161.09,200.0,74.0,0.0
7.32,65.81,5442.91,10.0,80.83,115.4,304.14,1154.34,39.0,64.0,43.65,0.01,1800.0,35.0,2.17,0.0,2.17,-0.28,-2.92,2.17,-0.07,14.78,1.83,421.21,0.47,67.87,0.25,0.19,0.57,21.16,50.22,0.28,0.11,0.39,0.25,0.2,66.0,0.16,2880.0,5.22,31.83,190000.0,84.0,741.46,1010.7,76.0,76.0,0.0
7.63,65.77,6636.45,2.87,309.49,423.51,901.39,1217.58,39.0,64.0,69.72,0.01,3690.0,65.0,2.18,0.0,2.18,-0.27,-3.04,3.81,0.73,14.78,1.83,421.21,0.46,67.87,0.27,0.21,0.56,18.05,54.23,0.35,0.15,0.5,0.28,0.23,83.6,0.23,5830.0,7.15,31.25,487500.0,69.0,585.46,1245.35,195.0,81.0,0.0
7.1,65.89,9297.79,5.12,38.81,126.92,200.0,650.0,39.0,64.0,25.63,0.01,990.0,18.0,1.94,0.0,1.94,-0.39,-2.3,3.53,0.79,14.78,1.83,421.21,0.48,67.87,0.27,0.18,0.58,15.34,109.63,0.19,0.19,0.39,0.28,0.21,69.8,0.14,1790.0,4.43,32.32,125000.0,88.0,958.68,881.82,50.0,86.0,0.0
7.43,65.85,4892.53,8.28,143.26,297.99,632.46,2466.78,39.0,64.0,86.02,0.01,5670.0,102.0,1.94,0.0,1.94,-0.15,-3.03,3.32,-0.56,14.78,1.83,421.21,0.44,67.87,0.29,0.23,0.54,21.44,79.79,0.65,0.09,0.75,0.32,0.26,105.1,0.26,9040.0,7.74,29.82,950000.0,73.0,786.83,1126.53,380.0,88.0,0.0
7.84,65.54,7005.85,4.32,147.71,279.98,651.92,1209.34,39.0,64.0,50.91,0.01,2430.0,42.0,2.22,0.0,2.22,-0.32,-3.17,2.95,0.59,14.78,1.83,421.21,0.46,67.87,0.34,0.25,0.56,14.3,36.93,0.49,0.14,0.64,0.37,0.28,85.3,0.29,4340.0,9.12,31.11,370000.0,30.0,81.32,1289.87,148.0,97.0,0.0
7.25,65.84,5903.61,6.14,57.02,154.51,269.26,948.68,39.0,64.0,37.87,0.01,1800.0,36.0,2.17,0.0,2.17,-0.35,-2.85,3.44,0.04,14.78,1.83,421.21,0.51,67.87,0.21,0.17,0.62,26.59,52.65,0.2,0.14,0.34,0.21,0.17,71.3,0.13,2700.0,4.48,34.3,192500.0,74.0,820.74,971.94,77.0,100.0,0.0
7.43,65.94,5037.66,1.76,260.23,613.56,970.82,1081.67,39.0,64.0,77.52,0.01,5130.0,92.0,2.17,0.0,2.17,-0.33,-3.81,4.84,0.32,14.78,1.83,421.21,0.46,67.87,0.26,0.21,0.56,20.51,67.32,0.39,0.12,0.51,0.27,0.22,83.1,0.22,6440.0,6.94,31.31,535000.0,145.0,969.47,1186.12,214.0,103.0,0.0
7.82,65.52,8103.42,4.37,174.91,353.37,715.89,1543.53,39.0,64.0,50.35,0.01,3420.0,58.0,2.24,0.0,2.24,-0.57,-2.98,3.3,0.33,14.78,1.83,421.21,0.49,67.87,0.33,0.25,0.59,14.32,33.76,0.62,0.15,0.77,0.4,0.3,115.8,0.26,5830.0,8.68,33.02,675000.0,153.0,38.27,1256.1,270.0,104.0,0.0
7.32,65.75,7044.33,5.76,150.02,365.02,670.82,2102.97,39.0,64.0,61.95,0.01,4770.0,88.0,1.95,0.0,1.95,-0.26,-2.71,2.48,0.34,14.78,1.83,421.21,0.46,67.87,0.25,0.2,0.56,24.66,91.49,0.37,0.16,0.53,0.3,0.24,118.2,0.23,7320.0,7.31,31.34,865000.0,62.0,617.03,979.18,346.0,108.0,0.0
7.41,65.84,4783.72,5.35,145.32,350.18,559.02,1874.17,39.0,64.0,57.58,0.01,4140.0,78.0,2.18,0.0,2.18,-0.2,-2.98,3.65,0.69,14.78,1.83,421.21,0.52,67.87,0.2,0.17,0.63,30.29,55.34,0.27,0.11,0.39,0.2,0.19,110.5,0.19,6360.0,6.84,35.16,702500.0,100.0,777.3,1107.74,281.0,109.0,0.0
7.7,65.78,7770.7,2.21,151.41,412.5,608.28,912.41,39.0,64.0,46.8,0.01,2790.0,47.0,2.18,0.0,2.18,-0.54,-3.31,3.3,0.47,14.78,1.83,421.21,0.45,67.87,0.29,0.22,0.55,16.82,39.73,0.39,0.15,0.54,0.33,0.26,95.3,0.23,4460.0,6.98,30.55,425000.0,171.0,582.77,1311.73,170.0,110.0,0.0
6.91,65.49,19889.29,2.69,304.55,660.44,1068.88,1775.53,39.0,64.0,66.54,0.0,5670.0,99.0,0.0,0.0,0.0,0.0,-1.09,3.1,0.39,14.78,1.83,421.21,0.56,67.87,0.04,0.04,0.68,698.98,1437.91,0.08,0.02,0.1,0.05,0.04,130.7,0.04,8700.0,1.51,37.91,1137500.0,101.0,199.68,475.53,455.0,111.0,0.0
7.19,65.86,6981.74,5.64,53.19,159.92,223.61,901.39,39.0,64.0,43.26,0.01,1980.0,36.0,1.94,0.0,1.94,-0.31,-1.86,1.89,0.23,14.78,1.83,421.21,0.45,67.87,0.23,0.18,0.55,26.88,63.13,0.26,0.1,0.36,0.23,0.2,72.1,0.18,3120.0,5.49,30.81,225000.0,110.0,873.77,938.69,90.0,112.0,0.0
7.15,65.89,8070.76,4.93,115.7,183.7,403.11,905.54,39.0,64.0,29.36,0.01,1440.0,24.0,2.17,0.0,2.17,-0.38,-3.45,3.77,-0.63,14.78,1.83,421.21,0.45,67.87,0.29,0.23,0.55,13.94,35.23,0.41,0.18,0.59,0.31,0.27,87.5,0.18,2570.0,5.51,30.47,225000.0,83.0,939.02,919.52,90.0,115.0,0.0
7.5,65.94,5101.05,6.15,54.91,134.0,223.61,824.62,39.0,64.0,26.11,0.01,1080.0,19.0,1.94,0.0,1.94,-0.2,-3.01,2.95,0.31,14.78,1.83,421.21,0.52,67.87,0.22,0.14,0.63,42.46,120.98,0.85,0.08,0.93,0.26,0.17,78.9,0.13,2060.0,4.53,35.09,162500.0,75.0,948.75,1245.31,65.0,117.0,0.0
7.63,65.87,6636.3,4.29,181.66,370.16,738.24,1588.24,39.0,64.0,44.9,0.0,3780.0,68.0,2.17,0.0,2.17,-0.34,-3.29,3.03,-0.08,14.78,1.83,421.21,0.43,67.87,0.28,0.23,0.52,19.81,43.09,0.48,0.11,0.58,0.31,0.27,131.0,0.24,5880.0,7.14,29.13,770000.0,61.0,791.35,1313.18,308.0,118.0,0.0
7.77,65.86,8797.42,2.77,142.63,242.16,559.02,670.82,39.0,64.0,51.89,0.01,2340.0,39.0,2.17,0.0,2.17,-0.56,-2.3,3.06,-0.58,14.78,1.83,421.21,0.4,67.87,0.37,0.3,0.49,9.34,19.1,0.39,0.16,0.55,0.37,0.3,60.5,0.28,3140.0,7.52,27.39,190000.0,64.0,723.63,1420.62,76.0,125.0,0.0
6.93,65.52,19959.22,5.27,77.05,156.92,316.23,827.65,39.0,64.0,30.57,0.01,1620.0,31.0,1.97,0.0,1.97,-0.48,-1.25,6.67,0.86,14.78,1.83,421.21,0.55,67.87,0.06,0.05,0.67,383.88,1179.96,0.07,0.03,0.1,0.07,0.06,78.8,0.04,2410.0,1.56,37.33,190000.0,63.0,258.49,508.12,76.0,128.0,0.0
7.9,65.55,6824.45,11.49,60.43,147.3,254.95,1691.89,39.0,64.0,60.06,0.01,2970.0,53.0,1.99,0.0,1.99,-0.11,-3.26,2.94,0.5,14.78,1.83,421.21,0.46,67.87,0.27,0.2,0.56,20.89,86.5,0.45,0.12,0.56,0.28,0.22,77.4,0.22,4650.0,6.88,31.12,360000.0,110.0,78.22,1341.72,144.0,138.0,0.0
7.9,65.53,7160.2,1.82,344.51,792.95,1589.02,1443.09,39.0,64.0,80.73,0.01,5760.0,98.0,2.24,0.0,2.24,-0.37,-3.31,3.35,0.18,14.78,1.83,421.21,0.43,67.87,0.29,0.22,0.53,21.63,52.15,0.75,0.08,0.83,0.35,0.27,106.9,0.24,8630.0,7.17,29.41,922500.0,104.0,45.04,1333.13,369.0,139.0,0.0
7.6,65.83,6127.67,6.0,79.26,184.09,300.0,1104.54,39.0,64.0,27.95,0.01,1620.0,29.0,2.17,0.0,2.17,-0.12,-3.11,3.07,-0.8,14.78,1.83,421.21,0.44,67.87,0.45,0.29,0.54,11.57,91.06,0.83,0.22,1.05,0.6,0.41,98.7,0.23,2760.0,6.88,29.83,272500.0,83.0,720.4,1264.54,109.0,140.0,0.0
7.36,65.86,4667.21,5.93,161.45,307.02,632.46,1820.03,39.0,64.0,49.63,0.01,3960.0,71.0,2.17,0.0,2.17,-0.3,-3.1,2.86,0.21,14.78,1.83,421.21,0.45,67.87,0.27,0.23,0.55,16.26,35.63,0.36,0.14,0.5,0.28,0.23,114.4,0.26,5680.0,7.95,30.52,650000.0,111.0,833.29,1080.89,260.0,156.0,0.0
7.34,65.77,6128.49,5.43,136.71,369.87,743.3,2008.11,39.0,64.0,65.28,0.01,4410.0,75.0,2.18,0.0,2.18,-0.29,-2.37,2.94,0.14,14.78,1.83,421.21,0.47,67.87,0.27,0.22,0.57,19.16,68.46,0.37,0.12,0.49,0.27,0.23,109.8,0.26,7170.0,8.22,31.81,787500.0,109.0,660.54,1007.46,315.0,160.0,0.0
7.5,65.72,5558.79,3.16,99.13,265.47,427.2,838.15,39.0,64.0,29.23,0.01,1890.0,36.0,1.95,0.0,1.95,-0.3,-3.13,2.66,-0.05,14.78,1.83,421.21,0.49,67.87,0.21,0.17,0.6,35.97,74.36,0.32,0.1,0.41,0.23,0.19,103.0,0.23,3010.0,7.8,33.39,310000.0,73.0,519.26,1111.45,124.0,170.0,0.0
7.6,65.61,9098.69,7.9,64.49,103.81,250.0,820.06,39.0,64.0,35.94,0.01,1800.0,33.0,1.97,0.0,1.97,-0.39,-3.04,6.05,0.54,14.78,1.83,421.21,0.5,67.87,0.24,0.19,0.61,21.71,47.7,0.27,0.13,0.4,0.24,0.21,69.3,0.19,2490.0,6.33,33.88,172500.0,53.0,276.09,1126.26,69.0,174.0,0.0
7.84,65.51,8123.46,3.88,130.87,305.5,626.5,1185.33,39.0,64.0,39.42,0.01,3420.0,62.0,2.01,0.0,2.01,-0.19,-3.05,3.85,-0.14,14.78,1.83,421.21,0.44,67.87,0.29,0.23,0.54,16.01,52.82,0.48,0.1,0.58,0.32,0.28,115.7,0.27,4560.0,8.19,29.9,527500.0,118.0,23.63,1272.77,211.0,175.0,0.0
7.27,65.84,5586.71,7.12,66.99,119.66,212.13,851.47,39.0,64.0,18.06,0.01,990.0,18.0,1.94,0.0,1.94,-0.45,-2.63,2.69,-0.22,14.78,1.83,421.21,0.46,67.87,0.26,0.2,0.57,20.55,75.88,0.3,0.12,0.42,0.26,0.22,94.1,0.19,1700.0,5.9,31.53,160000.0,49.0,803.14,985.78,64.0,177.0,0.0
7.36,65.88,5105.63,4.07,40.66,161.76,206.16,657.65,39.0,64.0,31.31,0.01,1440.0,25.0,2.17,0.0,2.17,-0.34,-2.7,15.05,3.01,14.78,1.83,421.21,0.42,67.87,0.4,0.32,0.52,8.5,29.0,0.38,0.19,0.56,0.39,0.36,73.1,0.34,2290.0,9.68,28.67,167500.0,80.0,871.49,1092.67,67.0,181.0,0.0
7.26,65.82,6032.93,3.34,147.36,293.72,522.02,982.34,39.0,64.0,49.92,0.01,2970.0,52.0,1.95,0.0,1.95,-0.28,-2.78,5.09,-0.15,14.78,1.83,421.21,0.5,67.87,0.17,0.13,0.61,49.87,298.91,0.27,0.08,0.35,0.17,0.14,82.5,0.14,4120.0,4.76,34.09,340000.0,77.0,773.49,973.9,136.0,186.0,0.0
7.42,65.86,4880.84,8.89,71.27,126.4,250.0,1123.61,39.0,64.0,39.41,0.01,2160.0,38.0,2.17,0.0,2.17,-0.35,-2.98,2.95,-0.27,14.78,1.83,421.21,0.53,67.87,0.13,0.1,0.64,71.32,149.3,0.15,0.07,0.22,0.13,0.11,70.8,0.1,2790.0,3.45,35.77,197500.0,57.0,819.86,1130.27,79.0,191.0,0.0
7.42,65.95,5606.99,5.56,140.98,227.86,509.9,1265.9,39.0,64.0,46.51,0.01,2970.0,52.0,1.94,0.0,1.94,-0.23,-3.36,4.83,0.96,14.78,1.83,421.21,0.51,67.87,0.21,0.17,0.63,33.89,65.38,0.35,0.1,0.45,0.22,0.18,93.3,0.2,4340.0,6.88,34.73,405000.0,99.0,993.6,1178.77,162.0,192.0,0.0
7.42,65.73,5888.34,4.77,292.33,364.44,1012.42,1739.25,39.0,64.0,60.02,0.01,3960.0,67.0,2.18,0.0,2.18,-0.28,-3.0,5.06,0.31,14.78,1.83,421.21,0.53,67.87,0.16,0.13,0.64,57.3,120.88,0.33,0.06,0.39,0.16,0.14,103.5,0.17,6210.0,5.98,35.8,642500.0,72.0,556.93,1048.4,257.0,195.0,0.0
7.94,65.58,7147.0,4.52,95.35,165.83,282.84,750.0,39.0,64.0,21.91,0.01,1440.0,27.0,2.21,0.0,2.21,-0.48,-1.77,4.58,0.13,14.78,1.83,421.21,0.44,67.87,0.32,0.21,0.54,15.28,95.66,0.41,0.16,0.57,0.35,0.27,88.1,0.2,1930.0,6.0,30.13,170000.0,37.0,145.74,1398.91,68.0,196.0,0.0
7.62,65.68,6125.13,4.8,65.71,125.0,200.0,600.0,39.0,64.0,25.35,0.01,1440.0,26.0,1.95,0.0,1.95,-0.84,-4.01,2.3,0.16,14.78,1.83,421.21,0.4,67.87,0.34,0.24,0.49,10.08,31.3,0.28,0.17,0.44,0.34,0.24,73.0,0.24,1850.0,6.62,27.3,135000.0,0.0,415.43,1191.43,54.0,199.0,0.0
7.44,65.85,5003.16,4.59,100.86,224.64,412.31,1030.78,39.0,64.0,31.24,0.01,1890.0,34.0,2.17,0.0,2.17,-0.26,-2.78,4.88,0.83,14.78,1.83,421.21,0.51,67.87,0.21,0.17,0.63,29.03,72.95,0.25,0.09,0.34,0.2,0.16,96.3,0.21,3010.0,7.43,34.89,290000.0,75.0,793.07,1139.91,116.0,201.0,0.0
7.64,65.91,7391.97,4.49,96.68,197.48,316.23,886.0,39.0,64.0,32.0,0.01,1890.0,34.0,2.17,0.0,2.17,-0.34,-3.31,2.69,-0.4,14.78,1.83,421.21,0.46,67.87,0.28,0.2,0.56,19.84,54.1,0.41,0.12,0.54,0.31,0.24,87.5,0.18,2800.0,5.61,30.96,245000.0,74.0,854.31,1339.81,98.0,206.0,0.0
7.38,65.93,5201.15,3.58,72.75,265.79,400.0,951.31,39.0,64.0,30.51,0.01,1890.0,32.0,2.17,0.0,2.17,-0.46,-2.91,2.94,-0.1,14.78,1.83,421.21,0.46,67.87,0.29,0.21,0.56,18.53,53.95,0.46,0.14,0.6,0.34,0.26,98.3,0.21,3000.0,6.66,30.97,295000.0,177.0,960.49,1140.05,118.0,207.0,0.0
8.01,66.32,9120.29,2.17,54.64,198.06,250.0,430.12,39.0,64.0,14.79,0.01,720.0,12.0,2.16,0.0,2.16,-0.7,-2.44,2.0,-0.06,14.78,1.83,421.21,0.49,67.87,0.19,0.16,0.6,34.55,62.12,0.2,0.09,0.29,0.2,0.18,94.6,0.12,1400.0,4.18,33.57,132500.0,52.0,1601.11,1893.08,53.0,208.0,0.0
7.47,65.72,5650.98,3.17,120.72,195.19,412.31,618.47,39.0,64.0,20.06,0.01,1170.0,20.0,2.18,0.0,2.18,-0.55,-3.16,4.33,1.06,14.78,1.83,421.21,0.5,67.87,0.19,0.16,0.61,33.87,88.72,0.22,0.09,0.31,0.19,0.14,94.7,0.17,1900.0,5.93,33.96,180000.0,74.0,532.86,1083.69,72.0,215.0,0.0
7.75,65.84,8326.32,2.94,100.55,170.0,300.0,500.0,39.0,64.0,20.05,0.01,1170.0,22.0,1.95,0.0,1.95,-0.29,-2.25,3.42,1.09,14.78,1.83,421.21,0.55,67.87,0.21,0.17,0.68,27.09,54.98,0.16,0.12,0.28,0.22,0.17,81.3,0.19,1630.0,7.28,37.57,132500.0,91.0,692.45,1385.89,53.0,216.0,0.0
7.73,65.71,8070.74,11.45,49.79,92.81,212.13,1063.01,39.0,64.0,40.88,0.01,1800.0,31.0,2.19,0.0,2.19,-0.56,-3.18,7.96,1.84,14.78,1.83,421.21,0.49,67.87,0.3,0.24,0.6,16.71,48.95,0.57,0.17,0.73,0.31,0.25,67.3,0.28,2750.0,9.37,33.3,185000.0,137.0,446.23,1298.11,74.0,225.0,0.0
7.39,65.92,4915.12,11.7,71.71,84.85,282.84,992.47,39.0,64.0,47.32,0.01,2160.0,33.0,2.17,0.0,2.17,-0.48,-2.85,3.67,-0.42,14.78,1.83,421.21,0.47,67.87,0.29,0.26,0.57,15.09,26.77,0.29,0.14,0.42,0.3,0.27,57.7,0.24,2730.0,7.68,31.78,157500.0,138.0,934.33,1139.7,63.0,227.0,0.0
7.4,65.71,6968.88,3.19,110.87,156.71,320.16,500.0,39.0,64.0,32.69,0.01,1350.0,23.0,1.95,0.0,1.95,-0.33,-3.0,8.0,1.99,14.78,1.83,421.21,0.54,67.87,0.18,0.14,0.67,41.84,642.7,0.22,0.08,0.3,0.18,0.16,64.9,0.12,2120.0,4.33,36.96,137500.0,125.0,516.98,1014.64,55.0,228.0,0.0
7.64,65.66,6648.87,7.8,84.41,160.66,335.41,1253.0,39.0,64.0,50.36,0.01,2880.0,45.0,1.96,0.0,1.96,-0.2,-3.99,2.92,-0.41,14.78,1.83,421.21,0.46,67.87,0.32,0.26,0.57,12.51,29.88,0.51,0.15,0.65,0.35,0.29,80.0,0.24,4030.0,7.59,31.4,322500.0,62.0,374.55,1190.9,129.0,231.0,0.0
7.06,65.99,12913.99,2.03,153.84,407.93,670.82,827.65,39.0,64.0,29.8,0.01,2340.0,41.0,2.16,0.0,2.16,-0.47,-2.79,2.84,0.36,14.78,1.83,421.21,0.44,67.87,0.25,0.2,0.54,23.63,258.0,0.36,0.11,0.46,0.3,0.25,114.8,0.21,3420.0,6.43,30.15,392500.0,26.0,1153.99,906.41,157.0,232.0,0.0
7.45,65.96,5827.0,5.04,61.33,132.25,254.95,667.08,39.0,64.0,23.76,0.01,1260.0,22.0,1.94,0.0,1.94,-0.39,-3.57,3.72,-0.57,14.78,1.83,421.21,0.46,67.87,0.28,0.21,0.56,18.75,68.38,0.39,0.15,0.54,0.29,0.24,77.4,0.2,1840.0,6.09,31.04,142500.0,77.0,999.67,1208.61,57.0,233.0,0.0
6.94,65.49,19749.62,2.13,147.31,216.38,460.98,460.98,39.0,64.0,39.68,0.01,2160.0,36.0,2.21,0.0,2.21,-0.42,-1.16,6.23,1.72,14.78,1.83,421.21,0.56,67.87,0.05,0.05,0.68,579.41,1293.75,0.07,0.02,0.09,0.05,0.05,62.0,0.06,2460.0,2.33,37.87,152500.0,12.0,200.0,498.44,61.0,235.0,0.0
7.62,65.78,6675.87,1.9,203.73,397.82,657.65,756.64,39.0,64.0,25.33,0.01,1890.0,34.0,2.18,0.0,2.18,-0.31,-2.97,2.46,-0.1,14.78,1.83,421.21,0.55,67.87,0.19,0.17,0.67,32.64,73.51,0.24,0.11,0.36,0.21,0.19,113.7,0.2,2880.0,7.59,37.02,327500.0,82.0,616.95,1250.19,131.0,237.0,0.0
7.88,65.52,7489.97,3.38,102.07,280.91,427.2,948.68,39.0,64.0,30.57,0.01,1980.0,31.0,2.24,0.0,2.24,-0.5,-3.32,3.39,0.67,14.78,1.83,421.21,0.5,67.87,0.26,0.19,0.61,23.61,64.86,0.53,0.11,0.64,0.29,0.21,104.7,0.22,3200.0,7.4,33.65,335000.0,110.0,31.34,1312.85,134.0,244.0,0.0
7.65,65.75,6781.15,6.29,31.46,128.12,200.0,806.23,39.0,64.0,27.79,0.01,1530.0,27.0,1.95,0.0,1.95,-0.33,-2.92,5.18,1.12,14.78,1.83,421.21,0.52,67.87,0.2,0.15,0.64,33.22,74.0,0.25,0.11,0.36,0.2,0.15,71.6,0.18,1990.0,6.31,35.51,142500.0,80.0,552.28,1255.4,57.0,245.0,0.0
7.61,65.69,6021.53,4.33,66.75,179.37,304.14,776.21,39.0,64.0,21.34,0.01,1260.0,23.0,1.95,0.0,1.95,-0.21,-3.93,2.89,-0.33,14.78,1.83,421.21,0.45,67.87,0.28,0.23,0.54,17.75,41.47,0.39,0.11,0.5,0.3,0.24,91.8,0.23,1960.0,7.01,30.26,180000.0,77.0,439.86,1186.07,72.0,247.0,0.0
